Contact External ID,First Name,Last Name,Phone,Email,City,Age Band,Source,WhatsApp Opt-in,DND,Journey Stage,Tier,SKU,Subscription Status,Adviser Owner,Income Band,Corpus Band,Savings Band,Aspiration,Signed Up,Reveal Seen,Paid,Data Complete,Plan Built,Plan Read,Last Call,Next Review,Renewal Due,Last Activity,Onboarding %,KYC Status,AA Status,FP Status,IP Status,Actions Done,Actions Total,Consent Valid Till,Source Completeness,Sharpen Count,Last Manual Update,DIFM Prospect Flag,Adviser Continuity,Last Adviser,Profile Fulfilment %,Admin Link,Is Seed Topup
P01189,Nishant,Thakkar,9000080816,,Ahmedabad,30 to 34,organic,false,false,S1,free,,,Adviser 05,,,,,2026-06-27,,,,,,,,,2026-06-27,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01189,false
P01190,Sudipta,Majumdar,9000037544,sudipta.majumdar.915@example.com,Bengaluru,30 to 34,community,true,false,S1,free,,,Adviser 02,,,,,2026-06-27,,,,,,,,,2026-06-28,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01190,false
P01192,Varsha,Pai,9000078885,varsha.pai.523@example.com,Bengaluru,35 to 39,web_reveal,false,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-06-30,2026-07-01,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01192,false
P01193,Hardik,Desai,9000095031,hardik.desai.820@example.com,Chennai,30 to 34,community,true,false,S1,free,,,Adviser 01,10 to 25 lakhs,,,,2026-06-26,,,,,,,,,2026-06-27,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01193,false
P01194,Chaitanya,Naidu,9000081005,,Bengaluru,25 to 29,community,true,false,S1,free,,,Adviser 01,,,,,2026-06-30,,,,,,,,,2026-07-01,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01194,false
P01195,Pranav,Singh,9000036088,pranav.singh.968@example.com,Gurugram,30 to 34,web_reveal,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-06-29,2026-06-30,,,,,,,,2026-09-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01195,false
P01196,Ankit,Bhatia,9000097414,ankit.bhatia.261@example.com,Delhi,40 to 44,community,true,false,S2c,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Legacy,2026-06-26,2026-06-27,,,,,,,,2026-09-17,20,verified,,not_started,,,,,,,,,off,,94,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01196,false
P01198,Kinjal,Patel,9000022604,,Mumbai,30 to 34,community,true,false,S1,free,,,Adviser 04,,,,,2026-06-27,,,,,,,,,2026-06-28,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01198,false
P01202,Ishaan,Gill,9000022697,ishaan.gill.448@example.com,Gurugram,30 to 34,corporate_session,true,false,S21,diy,diy,active,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-07-01,2026-07-02,2026-07-09,2026-07-20,2026-07-20,2026-07-20,2026-08-10,2026-10-18,2026-10-07,2026-09-21,100,verified,not_connected,read,ready,0,3,,yes,0,2026-07-16T09:19:56+05:30,,off,Adviser 05,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01202,false
P01203,Shalini,Rajan,9000073958,,Chennai,30 to 34,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Family,2026-06-28,2026-06-29,,,,,,,,2026-07-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01203,false
P01204,Arun,Srinivasan,9000010737,,Chennai,30 to 34,corporate_session,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Family,2026-06-27,2026-06-28,,,,,,,,2026-07-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01204,false
P01205,Bhavana,Iyengar,9000013295,,Bengaluru,30 to 34,organic,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,Under 5 lakhs,"More than 40%, I live well below my means",Freedom,2026-06-27,2026-06-27,,,,,,,,2026-06-30,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01205,false
P01206,Gurpreet,Kapoor,9000081872,,Delhi,35 to 39,corporate_session,true,true,S2,free,,,Adviser 05,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-07-08,2026-07-08,,,,,,,,2026-07-10,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01206,false
P01207,Keerthana,Srinivasan,9000096259,,Hyderabad,35 to 39,organic,false,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-06-26,2026-06-26,,,,,,,,2026-06-28,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01207,false
P01213,Krupa,Jain,9000000234,,Ahmedabad,30 to 34,organic,true,false,S1,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",,2026-06-29,,,,,,,,,2026-06-30,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01213,false
P01214,Priya,Kapoor,9000018285,,Gurugram,30 to 34,corporate_session,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-06-27,2026-06-27,,,,,,,,2026-07-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01214,false
P01215,Urvi,Kamat,9000020625,urvi.kamat.132@example.com,Pune,30 to 34,community,true,false,S1,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"Around 10%, small consistent chunks",,2026-06-28,,,,,,,,,2026-06-30,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01215,false
P01216,Vignesh,Shetty,9000017718,,Chennai,30 to 34,corporate_session,false,false,S1,free,,,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-07-02,,,,,,,,,2026-07-02,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01216,false
P01217,Gurpreet,Tiwari,9000070048,,Delhi,40 to 44,corporate_session,true,false,S2,free,,,Adviser 02,50 lakhs to 1 crore,1 to 5 crores,"Around 25%, meaningful amounts",Legacy,2026-06-27,2026-06-28,,,,,,,,2026-07-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01217,false
P01219,Keerthana,Krishnan,9000095440,,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-07-06,2026-07-06,,,,,,,,2026-07-09,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01219,false
P01222,Chinmay,Patel,9000089893,,Pune,30 to 34,community,true,true,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-07-04,2026-07-04,,,,,,,,2026-07-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01222,false
P01223,Hardik,Sawant,9000084812,,Pune,30 to 34,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Legacy,2026-06-29,2026-06-29,,,,,,,,2026-07-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01223,false
P01224,Gayathri,Gowda,9000077961,gayathri.gowda.862@example.com,Hyderabad,35 to 39,web_reveal,true,true,S1,free,,,Adviser 04,,,,,2026-07-04,,,,,,,,,2026-07-04,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01224,false
P01228,Jay,Trivedi,9000038561,,Mumbai,25 to 29,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Security,2026-07-01,2026-07-01,,,,,,,,2026-07-04,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01228,false
P01229,Revathi,Kumar,9000051812,,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Security,2026-06-29,2026-06-29,,,,,,,,2026-07-03,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01229,false
P01230,Pranav,Verma,9000048019,pranav.verma.348@example.com,Gurugram,40 to 44,community,false,false,S9,diy,diy,active,Adviser 03,50 lakhs to 1 crore,Over 5 crores,"More than 40%, I live well below my means",Legacy,2026-06-29,2026-06-29,2026-07-20,2026-07-30,2026-07-30,2026-07-31,,2026-10-28,2026-10-18,2026-09-18,100,verified,cas_uploaded,read,executing,2,4,,yes,3,2026-09-18T11:54:17+05:30,rule,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01230,false
P01231,Harini,Balakrishnan,9000055536,,Hyderabad,35 to 39,organic,true,false,S1,free,,,Adviser 04,,,,,2026-07-01,,,,,,,,,2026-07-02,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01231,false
P01232,Meenakshi,Murthy,9000087012,,Bengaluru,40 to 44,community,true,false,S1,free,,,Adviser 02,,,,,2026-07-03,,,,,,,,,2026-07-04,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01232,false
P01233,Ankit,Gupta,9000043511,ankit.gupta.423@example.com,Delhi,25 to 29,community,true,false,S11,diy,diy,active,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Security,2026-06-29,2026-06-29,2026-07-01,2026-07-10,2026-07-10,2026-07-10,,2026-10-08,2026-09-29,2026-09-22,100,verified,connected,read,ready,0,5,2026-09-29,yes,0,2026-07-10T21:54:05+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01233,false
P01236,Shalini,Menon,9000081049,,Bengaluru,30 to 34,corporate_session,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-06-30,2026-07-01,,,,,,,,2026-07-04,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01236,false
P01237,Suresh,Murthy,9000075030,,Ahmedabad,30 to 34,corporate_session,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"Around 10%, small consistent chunks",Generosity,2026-06-29,2026-06-29,,,,,,,,2026-07-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01237,false
P01238,Aman,Pandey,9000012317,aman.pandey.384@example.com,Delhi,35 to 39,community,true,false,S11,diy,diy,active,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Family,2026-06-28,2026-06-28,2026-07-01,2026-07-15,2026-07-15,2026-07-15,,2026-10-13,2026-09-29,2026-09-15,100,verified,connected,read,ready,0,3,2026-09-29,yes,0,2026-07-15T15:22:01+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01238,false
P01239,Riddhi,Dave,9000012744,,Mumbai,30 to 34,corporate_session,true,false,S2,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-06-29,2026-06-29,,,,,,,,2026-07-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01239,false
P01240,Sai,Rajan,9000072299,,Hyderabad,25 to 29,organic,true,false,S1,free,,,Adviser 06,10 to 25 lakhs,25 lakhs to 1 crore,,,2026-06-29,,,,,,,,,2026-06-30,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01240,false
P01241,Foram,Bhosale,9000061591,,Mumbai,25 to 29,community,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-07-03,2026-07-03,,,,,,,,2026-07-07,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01241,false
P01242,Prachi,Pawar,9000089257,,Ahmedabad,30 to 34,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-06-30,2026-07-01,,,,,,,,2026-07-04,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01242,false
P01243,Prachi,Patel,9000028582,,Ahmedabad,30 to 34,organic,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Security,2026-06-29,2026-06-29,,,,,,,,2026-07-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01243,false
P01244,Sameer,Jadhav,9000023694,,Mumbai,25 to 29,organic,true,false,S2,free,,,Adviser 04,Under 10 lakhs,Under 5 lakhs,"Around 40%, some serious money",Freedom,2026-07-02,2026-07-02,,,,,,,,2026-07-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01244,false
P01246,Tarun,Verma,9000080036,,Delhi,35 to 39,corporate_session,false,false,S2,free,,,Adviser 04,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-06-29,2026-06-30,,,,,,,,2026-07-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01246,false
P01249,Chaitanya,Iyengar,9000060996,chaitanya.iyengar.438@example.com,Bengaluru,25 to 29,community,true,false,S19,diy,diy,active,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Legacy,2026-07-01,2026-07-01,2026-07-08,,,,,,2026-10-06,2026-09-22,91,verified,cas_uploaded,in_progress,not_started,,,,no,0,2026-07-10T07:47:11+05:30,,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01249,false
P01252,Hetal,Thakkar,9000096443,,Pune,30 to 34,corporate_session,false,true,S2,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-06-29,2026-06-30,,,,,,,,2026-07-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01252,false
P01255,Jay,Pandya,9000076251,jay.pandya.697@example.com,Mumbai,40 to 44,web_reveal,true,false,S1,free,,,Adviser 02,Under 10 lakhs,,,,2026-06-30,,,,,,,,,2026-07-01,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01255,false
P01257,Riddhi,Joshi,9000006858,,Mumbai,25 to 29,community,false,false,S2,free,,,Adviser 03,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Security,2026-07-04,2026-07-04,,,,,,,,2026-07-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01257,false
P01258,Naina,Agarwal,9000007818,,Chandigarh,25 to 29,organic,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-06-30,2026-07-01,,,,,,,,2026-07-04,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01258,false
P01259,Srinivas,Naidu,9000088568,,Bengaluru,25 to 29,corporate_session,true,true,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-06-30,2026-06-30,,,,,,,,2026-07-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01259,false
P01262,Divakar,Subramanian,9000047439,divakar.subramanian.253@example.com,Bengaluru,25 to 29,community,true,false,S2,free,,,Adviser 03,Under 10 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-01,2026-07-01,,,,,,,,2026-09-22,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01262,false
P01263,Sandeep,Pillai,9000068843,,Chennai,35 to 39,community,true,false,S1,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-07-01,,,,,,,,,2026-07-03,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01263,false
P01264,Naina,Singh,9000060755,,Delhi,40 to 44,community,true,false,S2,free,,,Adviser 06,50 lakhs to 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-06-30,2026-06-30,,,,,,,,2026-07-03,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01264,false
P01266,Ayesha,Mishra,9000068579,ayesha.mishra.831@example.com,Delhi,35 to 39,web_reveal,true,true,S1,free,,,Adviser 02,,,,,2026-07-01,,,,,,,,,2026-07-01,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01266,false
P01268,Deepak,Singh,9000001836,,Jaipur,30 to 34,organic,true,false,S1,free,,,Adviser 06,,,,,2026-06-30,,,,,,,,,2026-07-02,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01268,false
P01270,Rohan,Agarwal,9000081592,rohan.agarwal.786@example.com,Gurugram,30 to 34,web_reveal,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-01,2026-07-01,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01270,false
P01276,Swathi,Naidu,9000027931,swathi.naidu.773@example.com,Kochi,30 to 34,web_reveal,false,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-06-30,2026-07-01,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01276,false
P01277,Hardik,Bhosale,9000004031,,Chennai,35 to 39,community,true,false,S1,free,,,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-06-30,,,,,,,,,2026-07-02,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01277,false
P01279,Vishnu,Raman,9000025862,,Bengaluru,35 to 39,community,false,false,S1,free,,,Adviser 06,10 to 25 lakhs,25 lakhs to 1 crore,,,2026-07-07,,,,,,,,,2026-07-07,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01279,false
P01280,Bhavin,Joshi,9000053023,,Ahmedabad,30 to 34,corporate_session,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-07-01,2026-07-01,,,,,,,,2026-07-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01280,false
P01283,Nitin,Chauhan,9000082798,nitin.chauhan.150@example.com,Gurugram,25 to 29,web_reveal,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Family,2026-07-03,2026-07-04,,,,,,,,2026-07-25,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01283,false
P01284,Mehak,Rathore,9000088230,,Bengaluru,25 to 29,community,true,false,S1,free,,,Adviser 05,,,,,2026-07-07,,,,,,,,,2026-07-08,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01284,false
P01286,Aakash,Gill,9000078205,aakash.gill.532@example.com,Gurugram,30 to 34,community,true,false,S2,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-07-05,2026-07-06,,,,,,,,2026-07-28,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01286,false
P01289,Shalini,Pai,9000010316,,Hyderabad,40 to 44,community,true,true,S1,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-07-02,,,,,,,,,2026-07-02,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01289,false
P01291,Rohit,Shah,9000060298,,Pune,30 to 34,community,true,false,S1,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",,2026-07-02,,,,,,,,,2026-07-03,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01291,false
P01294,Jigar,Jain,9000083342,,Pune,30 to 34,community,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,1 to 5 crores,"Around 40%, some serious money",Freedom,2026-07-06,2026-07-06,,,,,,,,2026-07-09,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01294,false
P01298,Nidhi,Gokhale,9000097274,,Pune,30 to 34,community,false,false,S2,free,,,Adviser 03,10 to 25 lakhs,Under 5 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-06,2026-07-06,,,,,,,,2026-07-07,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01298,false
P01300,Sandeep,Iyer,9000004664,,Hyderabad,25 to 29,corporate_session,true,false,S1,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",,2026-07-03,,,,,,,,,2026-07-04,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01300,false
P01301,Gayathri,Balakrishnan,9000029535,gayathri.balakrishnan.668@example.com,Bengaluru,under 25,web_reveal,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,Under 5 lakhs,"Around 40%, some serious money",Freedom,2026-07-05,2026-07-06,,,,,,,,2026-07-27,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01301,false
P01303,Sowmya,Prasad,9000086841,,Chennai,35 to 39,community,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Security,2026-07-05,2026-07-06,,,,,,,,2026-07-09,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01303,false
P01306,Srinivas,Reddy,9000029887,,Hyderabad,35 to 39,organic,true,false,S1,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-07-02,,,,,,,,,2026-07-04,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01306,false
P01310,Venkat,Prasad,9000098689,,Bengaluru,25 to 29,organic,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-05,2026-07-06,,,,,,,,2026-07-07,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01310,false
P01314,Tarun,Kohli,9000012152,tarun.kohli.230@example.com,Gurugram,30 to 34,community,true,false,S2b,free,,,Adviser 02,50 lakhs to 1 crore,1 to 5 crores,"Around 40%, some serious money",Family,2026-07-06,2026-07-06,,,,,,,,2026-07-27,20,verified,,not_started,,,,,,,,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01314,false
P01317,Pavithra,Naidu,9000003858,,Bengaluru,25 to 29,community,false,false,S1,free,,,Adviser 03,,,,,2026-07-05,,,,,,,,,2026-07-05,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01317,false
