Lead External ID,First Name,Last Name,Phone,Email,City,Lead Source,Lead Stage,WhatsApp Opt-in,DND,Age Band,Top Concern,Keyword,Community Joined,Created Date,Is Seed Topup
P01022,Madhav,Shetty,9000079606,madhav.shetty.853@example.com,Hyderabad,web_reveal,lead,true,true,25 to 29,Where to invest,PLAN,false,2026-06-15,false
P01028,Mansi,Pawar,9000086087,mansi.pawar.342@example.com,Mumbai,community,lead,true,true,,My children's education,ALPHA,true,2026-06-15,false
P01030,Krupa,Jain,9000057120,,Gurugram,organic,lead,true,true,,,,false,2026-06-15,false
P01031,Arun,Subramanian,9000097517,,Bengaluru,community,lead,false,false,,,,true,2026-06-15,false
P01033,Meera,Kapoor,9000052627,meera.kapoor.599@example.com,Gurugram,community,lead,false,false,,My children's education,PLAN,true,2026-06-15,false
P01036,Divakar,Subramanian,9000004440,,Bengaluru,community,lead,false,false,,,,true,2026-06-16,false
P01037,Varun,Verma,9000066063,,Noida,community,lead,true,false,,,,true,2026-06-16,false
P01040,Pranav,Tiwari,9000043730,,Gurugram,community,lead,true,false,,,,true,2026-06-16,false
P01041,Keerthana,Varma,9000094325,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-16,false
P01042,Vignesh,Iyer,9000065894,,Coimbatore,community,lead,true,false,,,,true,2026-06-16,false
P01043,Omkar,Deshmukh,9000031588,,Mumbai,corporate_session,lead,true,false,,,,false,2026-06-16,false
P01049,Meera,Arora,9000037773,,Gurugram,organic,lead,true,false,,,,false,2026-06-16,false
P01050,Kavitha,Prasad,9000011272,,Bengaluru,community,lead,true,false,,,,true,2026-06-17,false
P01051,Kinjal,Jadhav,9000096089,,Mumbai,community,lead,true,false,,,,true,2026-06-17,false
P01053,Vikram,Khanna,9000086410,vikram.khanna.278@example.com,Gurugram,web_reveal,lead,true,false,30 to 34,Saving enough every month,PLAN,false,2026-06-17,false
P01057,Urvi,Dave,9000065397,urvi.dave.387@example.com,Mumbai,web_reveal,lead,true,false,25 to 29,Where to invest,PLAN,false,2026-06-17,false
P01059,Rajarshi,Patnaik,9000020153,,Kolkata,organic,lead,true,false,,,,false,2026-06-17,false
P01060,Arjun,Chauhan,9000099360,arjun.chauhan.731@example.com,Delhi,web_reveal,lead,false,false,40 to 44,Paying off loans,PLAN,false,2026-06-17,false
P01061,Rutuja,Dave,9000042183,rutuja.dave.772@example.com,Pune,web_reveal,lead,true,false,30 to 34,Where to invest,PLAN,false,2026-06-17,false
P01064,Akshay,Saxena,9000040340,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-06-17,false
P01068,Akshay,Saxena,9000090354,,Delhi,corporate_session,lead,true,false,,,,false,2026-06-17,false
P01070,Nithya,Nair,9000035764,,Chennai,corporate_session,lead,false,false,,,,false,2026-06-18,false
P01071,Nitin,Kapoor,9000012143,,Noida,community,lead,true,false,,,,true,2026-06-18,false
P01074,Vidya,Iyer,9000035679,,Bengaluru,organic,lead,true,false,,,,false,2026-06-18,false
P01076,Gauri,Kulkarni,9000059370,gauri.kulkarni.260@example.com,Mumbai,web_reveal,lead,true,true,25 to 29,Retiring early,ALPHA,false,2026-06-18,false
P01079,Naveen,Iyer,9000005862,,Hyderabad,corporate_session,lead,true,true,,,,false,2026-06-18,false
P01083,Gayathri,Menon,9000030050,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-19,false
P01086,Aniket,Kulkarni,9000063643,,Ahmedabad,community,lead,false,false,,,,true,2026-06-19,false
P01087,Revathi,Balakrishnan,9000065459,,Hyderabad,corporate_session,lead,true,false,,,,false,2026-06-19,false
P01088,Gurpreet,Khanna,9000082397,gurpreet.khanna.561@example.com,Jaipur,community,lead,true,false,,My children's education,PLAN,true,2026-06-19,false
P01089,Foram,Patil,9000073452,,Mumbai,organic,lead,true,false,,,,false,2026-06-19,false
P01090,Gauri,Kamat,9000004655,,Pune,community,lead,true,false,,,,true,2026-06-19,false
P01093,Tarun,Sethi,9000008481,,Delhi,organic,lead,true,false,,,,false,2026-06-20,false
P01094,Suresh,Nair,9000048750,suresh.nair.513@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Retiring early,PLAN,false,2026-06-20,false
P01100,Deepak,Kohli,9000027112,deepak.kohli.738@example.com,Bengaluru,community,lead,false,false,,Saving enough every month,PLAN,true,2026-06-20,false
P01101,Aman,Singh,9000040967,,Jaipur,community,lead,true,false,,,,true,2026-06-20,false
P01102,Kabir,Tandon,9000082595,,Delhi,organic,lead,true,false,,,,false,2026-06-20,false
P01103,Pradeep,Kumar,9000039313,,Bengaluru,community,lead,true,false,,,,true,2026-06-20,false
P01105,Swathi,Hegde,9000005522,,Hyderabad,community,lead,true,true,,,,true,2026-06-20,false
P01108,Manish,Gill,9000053238,,Delhi,corporate_session,lead,true,false,,,,false,2026-06-20,false
P01109,Tanushree,Sen,9000071916,,Bhubaneswar,community,lead,true,false,,,,true,2026-06-20,false
P01110,Ketan,Chitale,9000014803,,Pune,community,lead,true,false,,,,true,2026-06-20,false
P01111,Ishita,Agarwal,9000058689,,Gurugram,corporate_session,lead,true,false,,,,true,2026-06-20,false
P01113,Divakar,Kumar,9000008395,divakar.kumar.531@example.com,Bengaluru,web_reveal,lead,true,false,25 to 29,Paying off loans,ALPHA,true,2026-06-21,false
P01114,Nikhil,Bansal,9000080721,,Gurugram,community,lead,true,false,,,,true,2026-06-21,false
P01116,Mihir,Deshmukh,9000075642,,Hyderabad,organic,lead,false,false,,,,false,2026-06-21,false
P01117,Deepak,Chopra,9000010646,deepak.chopra.110@example.com,Gurugram,community,lead,true,false,,Paying off loans,ALPHA,true,2026-06-21,false
P01120,Simran,Kohli,9000083415,,Noida,community,lead,true,true,,,,true,2026-06-21,false
P01124,Tarun,Rathore,9000056359,,Noida,corporate_session,lead,true,false,,,,true,2026-06-21,false
P01129,Heena,Naik,9000096620,,Ahmedabad,organic,lead,true,false,,,,false,2026-06-22,false
P01130,Neha,Gill,9000056226,,Ahmedabad,community,lead,true,true,,,,true,2026-06-22,false
P01133,Nishant,Shah,9000005684,,Mumbai,corporate_session,lead,true,false,,,,false,2026-06-22,false
P01137,Rutuja,Pandya,9000009864,rutuja.pandya.545@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Paying off loans,ALPHA,false,2026-06-22,false
P01138,Ritika,Chopra,9000034411,,Gurugram,community,lead,true,false,,,,true,2026-06-22,false
P01139,Revathi,Raman,9000042004,,Chennai,community,lead,true,false,,,,true,2026-06-23,false
P01140,Siddharth,Patil,9000014564,,Mumbai,community,lead,true,false,,,,true,2026-06-23,false
P01141,Ishani,Nayak,9000073062,,Mumbai,organic,lead,false,false,,,,false,2026-06-23,false
P01143,Nandini,Chandran,9000024725,,Bengaluru,community,lead,true,false,,,,true,2026-06-23,false
P01145,Saloni,Desai,9000057331,saloni.desai.573@example.com,Pune,community,lead,true,false,,My children's education,ALPHA,true,2026-06-23,false
P01149,Vishnu,Rajan,9000050904,vishnu.rajan.257@example.com,Chennai,community,lead,true,false,,My children's education,ALPHA,true,2026-06-23,false
P01150,Ishita,Mehra,9000056135,,Hyderabad,community,lead,true,false,,,,true,2026-06-23,false
P01154,Jasleen,Saxena,9000087137,,Delhi,corporate_session,lead,true,false,,,,false,2026-06-23,false
P01156,Ramya,Chandran,9000088028,,Gurugram,community,lead,true,false,,,,true,2026-06-23,false
P01158,Keerthana,Raman,9000042448,,Bengaluru,organic,lead,true,false,,,,false,2026-06-23,false
P01160,Vignesh,Pai,9000041836,vignesh.pai.621@example.com,Hyderabad,community,lead,true,false,,My children's education,PLAN,true,2026-06-23,false
P01162,Pranali,Patil,9000012969,pranali.patil.360@example.com,Ahmedabad,community,lead,true,false,,Where to invest,PLAN,true,2026-06-24,false
P01165,Ruchi,Agarwal,9000024053,,Gurugram,referral,lead,true,false,,,,false,2026-06-24,false
P01166,Nandini,Naidu,9000077284,,Hyderabad,corporate_session,lead,false,false,,,,true,2026-06-24,false
P01168,Venkat,Raman,9000004791,,Bengaluru,community,lead,true,false,,,,true,2026-06-24,false
P01169,Ramya,Rajan,9000002474,,Bengaluru,community,lead,true,false,,,,true,2026-06-24,false
P01170,Venkat,Srinivasan,9000029579,,Mumbai,community,lead,true,false,,,,true,2026-06-24,false
P01171,Ruchi,Sharma,9000036278,,Delhi,community,lead,true,false,,,,true,2026-06-24,false
P01172,Shalini,Shetty,9000030829,shalini.shetty.297@example.com,Bengaluru,web_reveal,lead,true,false,25 to 29,Retiring early,PLAN,false,2026-06-24,false
P01174,Aman,Tandon,9000002293,,Gurugram,corporate_session,lead,true,false,,,,false,2026-06-24,false
P01176,Sameer,Deshmukh,9000036786,,Pune,community,lead,true,false,,,,true,2026-06-25,false
P01177,Sahil,Gupta,9000056672,,Gurugram,community,lead,false,false,,,,true,2026-06-25,false
P01178,Varun,Tandon,9000098763,,Noida,organic,lead,true,true,,,,false,2026-06-25,false
P01181,Pooja,Bhatia,9000013658,,Noida,corporate_session,lead,false,false,,,,true,2026-06-25,false
P01182,Ketan,Bhosale,9000039145,,Gurugram,organic,lead,true,true,,,,false,2026-06-25,false
P01188,Rutuja,Gokhale,9000082742,,Chennai,organic,lead,false,false,,,,false,2026-06-25,false
P01191,Ramya,Balakrishnan,9000001004,,Chennai,organic,lead,false,false,,,,false,2026-06-25,false
P01197,Lakshmi,Iyer,9000041415,,Chennai,organic,lead,false,false,,,,false,2026-06-26,false
P01199,Arun,Rajan,9000018500,arun.rajan.657@example.com,Bengaluru,community,lead,true,false,,Retiring early,ALPHA,true,2026-06-26,false
P01200,Simran,Verma,9000071373,simran.verma.571@example.com,Gurugram,community,lead,true,false,,My children's education,PLAN,true,2026-06-26,false
P01201,Aakash,Srivastava,9000008888,,Gurugram,community,lead,true,false,,,,true,2026-06-26,false
P01208,Nandini,Rao,9000094318,,Bengaluru,organic,lead,true,false,,,,false,2026-06-26,false
P01209,Ishita,Saxena,9000060749,,Delhi,corporate_session,lead,true,false,,,,true,2026-06-26,false
P01210,Zoya,Sharma,9000099094,zoya.sharma.166@example.com,Noida,community,lead,true,false,,Saving enough every month,PLAN,true,2026-06-26,false
P01211,Deepa,Varma,9000074361,,Hyderabad,community,lead,true,false,,,,true,2026-06-26,false
P01212,Anjali,Mishra,9000081361,,Noida,corporate_session,lead,false,false,,,,false,2026-06-26,false
P01218,Bhavin,Jain,9000070477,bhavin.jain.525@example.com,Mumbai,community,lead,true,false,,Where to invest,PLAN,true,2026-06-27,false
P01220,Sindhu,Chandran,9000031885,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-06-27,false
P01221,Payel,Mukherjee,9000030718,,Noida,referral,lead,true,false,,,,true,2026-06-27,false
P01225,Pranali,Bhosale,9000090601,pranali.bhosale.652@example.com,Pune,community,lead,false,false,,Saving enough every month,ALPHA,true,2026-06-27,false
P01226,Payel,Saha,9000039009,,Kolkata,community,lead,true,false,,,,true,2026-06-27,false
P01227,Moumita,Majumdar,9000092868,,Gurugram,community,lead,true,false,,,,true,2026-06-27,false
P01234,Madhav,Hegde,9000042155,,Hyderabad,organic,lead,true,false,,,,false,2026-06-28,false
P01235,Vignesh,Reddy,9000040465,,Hyderabad,community,lead,true,false,,,,true,2026-06-28,false
P01245,Karthik,Rao,9000003743,karthik.rao.373@example.com,Bengaluru,web_reveal,lead,true,false,25 to 29,Retiring early,PLAN,false,2026-06-28,false
P01247,Sneha,Gokhale,9000095723,,Mumbai,corporate_session,lead,true,false,,,,false,2026-06-28,false
P01248,Saloni,Kulkarni,9000058396,saloni.kulkarni.392@example.com,Mumbai,web_reveal,lead,true,false,25 to 29,Retiring early,ALPHA,false,2026-06-29,false
P01250,Rahul,Bedi,9000098167,rahul.bedi.664@example.com,Gurugram,community,lead,true,false,,Saving enough every month,PLAN,true,2026-06-29,false
P01251,Prasanna,Prasad,9000064214,prasanna.prasad.652@example.com,Bengaluru,web_reveal,lead,true,false,25 to 29,Retiring early,PLAN,false,2026-06-29,false
P01253,Chaitanya,Varma,9000039806,chaitanya.varma.291@example.com,Chennai,web_reveal,lead,true,false,30 to 34,Paying off loans,PLAN,false,2026-06-29,false
P01254,Deepa,Reddy,9000075868,deepa.reddy.273@example.com,Gurugram,community,lead,true,false,,My children's education,ALPHA,true,2026-06-29,false
P01256,Naina,Chopra,9000081317,naina.chopra.141@example.com,Delhi,web_reveal,lead,true,false,35 to 39,Paying off loans,ALPHA,false,2026-06-29,false
P01260,Hardik,Shinde,9000060081,,Pune,community,lead,true,false,,,,true,2026-06-29,false
P01261,Varun,Kohli,9000042430,,Gurugram,community,lead,true,false,,,,true,2026-06-29,false
P01265,Gauri,Pawar,9000042850,,Mumbai,community,lead,true,false,,,,true,2026-06-30,false
P01267,Sandeep,Prasad,9000052975,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-30,false
P01269,Venkat,Kamath,9000007112,,Chennai,community,lead,true,false,,,,true,2026-06-30,false
P01271,Kunal,Apte,9000003772,,Pune,organic,lead,true,false,,,,false,2026-06-30,false
P01272,Deepak,Agarwal,9000033480,deepak.agarwal.477@example.com,Gurugram,community,lead,true,false,,Paying off loans,ALPHA,true,2026-06-30,false
P01273,Naveen,Reddy,9000063431,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-30,false
P01274,Mihir,Joshi,9000032051,mihir.joshi.650@example.com,Ahmedabad,community,lead,true,false,,Insurance and cover,PLAN,true,2026-06-30,false
P01275,Swathi,Subramanian,9000050680,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-06-30,false
P01278,Aparna,Krishnan,9000034367,,Hyderabad,community,lead,true,false,,,,true,2026-06-30,false
P01281,Jay,Deshmukh,9000017732,jay.deshmukh.626@example.com,Ahmedabad,web_reveal,lead,true,false,30 to 34,Where to invest,ALPHA,false,2026-07-01,false
P01282,Prasanna,Murthy,9000030514,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-07-01,false
P01285,Mehak,Kapoor,9000080483,,Gurugram,corporate_session,lead,false,true,,,,false,2026-07-01,false
P01287,Sayan,Sahoo,9000016243,,Kolkata,organic,lead,false,false,,,,false,2026-07-01,false
P01288,Hardik,Desai,9000036389,,Mumbai,community,lead,true,false,,,,true,2026-07-01,false
P01290,Kavitha,Rao,9000071764,,Bengaluru,community,lead,true,false,,,,true,2026-07-01,false
P01292,Nidhi,Kulkarni,9000076652,,Pune,community,lead,true,true,,,,true,2026-07-01,false
P01293,Anand,Iyer,9000078663,anand.iyer.558@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Where to invest,PLAN,false,2026-07-01,false
P01295,Bhavana,Naidu,9000013263,bhavana.naidu.971@example.com,Bengaluru,community,lead,true,false,,Paying off loans,PLAN,true,2026-07-01,false
P01296,Sindhu,Rao,9000052022,sindhu.rao.558@example.com,Hyderabad,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-07-01,false
P01297,Tanmoy,Roy,9000025539,,Kolkata,corporate_session,lead,false,false,,,,false,2026-07-01,false
P01299,Vignesh,Nair,9000036666,,Bengaluru,organic,lead,true,false,,,,false,2026-07-02,false
P01302,Lakshmi,Raman,9000072700,,Chennai,corporate_session,lead,true,false,,,,false,2026-07-02,false
P01304,Pavithra,Chandran,9000021550,pavithra.chandran.263@example.com,Chennai,web_reveal,lead,true,false,35 to 39,Where to invest,PLAN,false,2026-07-02,false
P01305,Aravind,Prasad,9000057079,,Bengaluru,organic,lead,true,false,,,,true,2026-07-02,false
P01307,Arnab,Mitra,9000093639,,Kolkata,organic,lead,false,false,,,,false,2026-07-02,false
P01308,Kunal,Shah,9000041477,kunal.shah.268@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Retiring early,PLAN,false,2026-07-02,false
P01309,Nirav,Deshmukh,9000053925,,Pune,community,lead,true,false,,,,true,2026-07-02,false
P01311,Mihir,Vora,9000058408,,Pune,community,lead,true,false,,,,true,2026-07-02,false
P01312,Yash,Bedi,9000056171,,Chandigarh,corporate_session,lead,false,false,,,,false,2026-07-02,false
P01313,Swathi,Shetty,9000061433,,Visakhapatnam,community,lead,false,false,,,,true,2026-07-02,false
P01315,Arnab,Mohanty,9000040238,,Kolkata,community,lead,true,false,,,,true,2026-07-02,false
P01316,Chinmay,Pandya,9000091418,chinmay.pandya.962@example.com,Ahmedabad,community,lead,true,false,,Retiring early,ALPHA,true,2026-07-02,false
P01318,Pavithra,Gowda,9000040544,,Bengaluru,community,lead,true,false,,,,true,2026-07-02,false
P01323,Karan,Bansal,9000032460,,Coimbatore,corporate_session,lead,false,true,,,,false,2026-07-03,false
P01325,Madhav,Prasad,9000074954,,Chennai,referral,lead,false,false,,,,false,2026-07-03,false
P01326,Prasanna,Iyer,9000059188,,Bengaluru,community,lead,true,false,,,,true,2026-07-03,false
P01327,Ayesha,Gill,9000010746,,Delhi,community,lead,true,false,,,,true,2026-07-03,false
P01329,Mihir,Patil,9000002132,,Ahmedabad,community,lead,true,false,,,,true,2026-07-03,false
P01331,Meera,Sharma,9000037981,meera.sharma.444@example.com,Delhi,web_reveal,lead,false,false,35 to 39,My children's education,ALPHA,false,2026-07-03,false
P01332,Pradeep,Nair,9000062082,,Hyderabad,organic,lead,true,false,,,,false,2026-07-03,false
P01333,Kunal,Bhosale,9000000995,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-07-03,false
P01339,Nithya,Hegde,9000049972,nithya.hegde.801@example.com,Bengaluru,web_reveal,lead,true,false,25 to 29,Paying off loans,PLAN,true,2026-07-03,false
P01341,Aniket,Chitale,9000021960,aniket.chitale.830@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,My children's education,PLAN,true,2026-07-03,false
P01342,Ketan,Sawant,9000032205,,Ahmedabad,community,lead,true,false,,,,true,2026-07-03,false
P01343,Gurpreet,Mishra,9000054351,,Gurugram,organic,lead,false,false,,,,false,2026-07-03,false
P01346,Tanvi,Verma,9000061405,,Gurugram,corporate_session,lead,true,true,,,,false,2026-07-04,false
P01347,Yogesh,Mehta,9000052014,,Mumbai,community,lead,true,false,,,,true,2026-07-04,false
P01349,Deepa,Shetty,9000089984,,Bengaluru,community,lead,true,false,,,,true,2026-07-04,false
P01350,Kinjal,Sawant,9000001945,,Mumbai,corporate_session,lead,false,false,,,,false,2026-07-04,false
P01351,Vishnu,Rao,9000086080,vishnu.rao.295@example.com,Mumbai,web_reveal,lead,true,false,40 to 44,Paying off loans,ALPHA,false,2026-07-04,false
P01352,Mansi,Apte,9000027950,mansi.apte.277@example.com,Pune,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-07-04,false
P01354,Prasanna,Iyer,9000045859,prasanna.iyer.241@example.com,Hyderabad,community,lead,true,false,,Paying off loans,PLAN,true,2026-07-04,false
P01356,Ishani,Das,9000071690,,Kolkata,community,lead,true,false,,,,true,2026-07-04,false
P01357,Gurpreet,Gill,9000014698,gurpreet.gill.504@example.com,Gurugram,community,lead,true,false,,Where to invest,PLAN,true,2026-07-04,false
P01359,Dhruv,Kamat,9000041373,,Ahmedabad,organic,lead,true,false,,,,false,2026-07-04,false
P01365,Tejas,Shinde,9000096450,tejas.shinde.165@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Insurance and cover,ALPHA,false,2026-07-05,false
P01366,Jasleen,Kapoor,9000074750,,Delhi,community,lead,true,false,,,,true,2026-07-05,false
P01371,Naveen,Subramanian,9000091995,,Kochi,community,lead,true,true,,,,true,2026-07-05,false
P01372,Sagar,Pandya,9000028208,,Ahmedabad,organic,lead,true,false,,,,false,2026-07-05,false
P01373,Tejas,Shah,9000087267,,Mumbai,corporate_session,lead,true,false,,,,false,2026-07-05,false
P01376,Mohit,Bedi,9000008768,,Delhi,community,lead,true,false,,,,true,2026-07-05,false
P01380,Indrani,Chatterjee,9000049421,indrani.chatterjee.582@example.com,Chennai,community,lead,true,false,,Saving enough every month,ALPHA,true,2026-07-05,false
P01382,Sindhu,Varma,9000071007,,Chennai,organic,lead,true,false,,,,false,2026-07-06,false
P01384,Ganesh,Pillai,9000098556,,Chennai,organic,lead,false,false,,,,false,2026-07-06,false
P01386,Ketan,Kamat,9000039548,ketan.kamat.672@example.com,Mumbai,web_reveal,lead,true,false,35 to 39,My children's education,ALPHA,false,2026-07-06,false
P01388,Aparna,Reddy,9000086698,,Hyderabad,referral,lead,true,false,,,,true,2026-07-06,false
P01389,Sneha,Shinde,9000052635,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-07-06,false
P01390,Madhav,Rajan,9000065761,madhav.rajan.756@example.com,Ahmedabad,web_reveal,lead,false,false,30 to 34,Insurance and cover,PLAN,false,2026-07-06,false
P01392,Kavitha,Pai,9000090799,,Bengaluru,corporate_session,lead,false,false,,,,false,2026-07-06,false
P01393,Rituparna,Roy,9000043795,,Delhi,organic,lead,true,false,,,,false,2026-07-06,false
P01395,Swathi,Nair,9000068179,swathi.nair.319@example.com,Hyderabad,web_reveal,lead,false,false,35 to 39,Paying off loans,PLAN,false,2026-07-06,false
P01399,Divakar,Krishnan,9000051177,divakar.krishnan.815@example.com,Chennai,web_reveal,lead,false,false,35 to 39,Paying off loans,PLAN,false,2026-07-06,false
P01400,Pradeep,Srinivasan,9000022839,pradeep.srinivasan.198@example.com,Bengaluru,web_reveal,lead,true,true,25 to 29,Where to invest,ALPHA,false,2026-07-06,false
P01401,Kinjal,Shinde,9000011186,,Surat,organic,lead,true,false,,,,false,2026-07-06,false
P01403,Jigar,Desai,9000086284,,Ahmedabad,organic,lead,false,false,,,,false,2026-07-06,false
P01405,Pradeep,Murthy,9000052521,pradeep.murthy.452@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,My children's education,ALPHA,false,2026-07-07,false
P01406,Anand,Murthy,9000070627,anand.murthy.370@example.com,Delhi,web_reveal,lead,false,false,40 to 44,Retiring early,PLAN,false,2026-07-07,false
P01409,Heena,Shah,9000010548,,Ahmedabad,community,lead,true,false,,,,true,2026-07-07,false
P01410,Chinmay,Mehta,9000003006,,Pune,organic,lead,true,false,,,,false,2026-07-07,false
P01411,Kavya,Sharma,9000098744,kavya.sharma.408@example.com,Chandigarh,web_reveal,lead,true,false,30 to 34,Saving enough every month,PLAN,false,2026-07-07,false
P01416,Rohan,Bhatia,9000075629,rohan.bhatia.887@example.com,Noida,web_reveal,lead,true,false,30 to 34,Insurance and cover,PLAN,false,2026-07-07,false
P01420,Sayan,Banerjee,9000076180,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-07-08,false
P01421,Pooja,Tandon,9000065096,pooja.tandon.597@example.com,Gurugram,web_reveal,lead,true,false,35 to 39,Retiring early,PLAN,false,2026-07-08,false
P01422,Subhajit,Ghosh,9000066058,,Mumbai,community,lead,true,false,,,,true,2026-07-08,false
P01423,Varun,Agarwal,9000015164,,Noida,community,lead,true,false,,,,true,2026-07-08,false
P01424,Omkar,Joshi,9000051770,,Pune,corporate_session,lead,true,false,,,,true,2026-07-08,false
P01428,Simran,Kohli,9000014954,,Noida,community,lead,true,false,,,,true,2026-07-08,false
P01430,Rohit,Jain,9000013320,,Mumbai,organic,lead,true,false,,,,true,2026-07-08,false
P01431,Aman,Chauhan,9000052413,,Delhi,community,lead,true,false,,,,true,2026-07-08,false
P01432,Krupa,Pawar,9000007692,,Mumbai,community,lead,true,false,,,,true,2026-07-08,false
P01433,Ishita,Mishra,9000090393,,Noida,community,lead,true,false,,,,true,2026-07-09,false
P01434,Nitin,Chauhan,9000096601,,Gurugram,corporate_session,lead,false,false,,,,false,2026-07-09,false
P01440,Vignesh,Nair,9000061866,,Hyderabad,community,lead,true,false,,,,true,2026-07-09,false
P01441,Kabir,Tandon,9000056327,,Gurugram,corporate_session,lead,true,false,,,,false,2026-07-09,false
P01442,Jigar,Sawant,9000017352,,Delhi,referral,lead,false,false,,,,false,2026-07-09,false
P01443,Prasanna,Chandran,9000066978,,Pune,organic,lead,true,false,,,,false,2026-07-09,false
P01445,Rahul,Arora,9000065041,,Mumbai,corporate_session,lead,true,false,,,,false,2026-07-09,false
P01446,Nishant,Mehta,9000011139,,Pune,corporate_session,lead,true,false,,,,true,2026-07-09,false
P01447,Rohan,Kapoor,9000028009,,Gurugram,organic,lead,true,false,,,,false,2026-07-09,false
P01448,Debasish,Chakraborty,9000061932,,Delhi,referral,lead,true,false,,,,false,2026-07-09,false
P01449,Kunal,Patel,9000075069,,Mumbai,organic,lead,true,true,,,,false,2026-07-09,false
P01450,Amruta,Kulkarni,9000084656,amruta.kulkarni.395@example.com,Pune,community,lead,true,true,,Where to invest,ALPHA,true,2026-07-09,false
P01451,Chinmay,Patil,9000076712,,Pune,corporate_session,lead,false,false,,,,false,2026-07-10,false
P01452,Srinivas,Rao,9000039191,srinivas.rao.892@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Where to invest,ALPHA,false,2026-07-10,false
P01455,Janani,Rao,9000078268,janani.rao.737@example.com,Hyderabad,web_reveal,lead,false,false,40 to 44,Insurance and cover,ALPHA,false,2026-07-10,false
P01457,Varsha,Raman,9000010893,,Bengaluru,referral,lead,true,false,,,,false,2026-07-10,false
P01460,Saloni,Shinde,9000002813,saloni.shinde.584@example.com,Pune,community,lead,true,false,,Saving enough every month,PLAN,true,2026-07-10,false
P01464,Shruti,Chitale,9000027537,,Pune,community,lead,false,false,,,,true,2026-07-10,false
P01465,Kavitha,Balakrishnan,9000030611,kavitha.balakrishnan.557@example.com,Bengaluru,web_reveal,lead,false,false,30 to 34,Paying off loans,ALPHA,false,2026-07-10,false
P01467,Shalini,Pai,9000099460,,Mumbai,organic,lead,false,false,,,,false,2026-07-10,false
P01469,Tanvi,Kapoor,9000051701,,Hyderabad,organic,lead,true,false,,,,false,2026-07-10,false
P01471,Bhavin,Pawar,9000093039,bhavin.pawar.522@example.com,Pune,web_reveal,lead,true,false,25 to 29,Saving enough every month,PLAN,true,2026-07-10,false
P01477,Madhav,Natarajan,9000038451,madhav.natarajan.386@example.com,Bengaluru,community,lead,true,false,,Where to invest,PLAN,true,2026-07-10,false
P01478,Amruta,Vora,9000051565,,Mumbai,organic,lead,false,false,,,,false,2026-07-11,false
P01486,Arjun,Saxena,9000014770,arjun.saxena.533@example.com,Gurugram,community,lead,true,false,,My children's education,ALPHA,true,2026-07-11,false
P01489,Naveen,Shetty,9000037274,,Chennai,organic,lead,true,false,,,,true,2026-07-11,false
P01492,Divakar,Natarajan,9000085740,,Hyderabad,community,lead,true,false,,,,true,2026-07-11,false
P01493,Sneha,Trivedi,9000033955,,Mumbai,corporate_session,lead,true,false,,,,false,2026-07-11,false
P01494,Deepa,Rajan,9000068500,,Bengaluru,referral,lead,true,false,,,,false,2026-07-11,false
P01495,Nithya,Murthy,9000011951,,Chennai,organic,lead,true,false,,,,false,2026-07-11,false
P01498,Jay,Pawar,9000015127,,Mumbai,community,lead,true,false,,,,true,2026-07-11,false
P01499,Naveen,Pillai,9000040364,,Hyderabad,community,lead,true,true,,,,true,2026-07-11,false
P01501,Urvi,Jadhav,9000080209,,Mumbai,organic,lead,false,false,,,,false,2026-07-12,false
P01502,Meenakshi,Natarajan,9000082411,meenakshi.natarajan.518@example.com,Chennai,web_reveal,lead,true,false,30 to 34,Paying off loans,ALPHA,false,2026-07-12,false
P01503,Venkat,Pillai,9000051447,,Bengaluru,organic,lead,true,false,,,,true,2026-07-12,false
P01505,Ananya,Das,9000060173,ananya.das.544@example.com,Kolkata,web_reveal,lead,false,false,35 to 39,Paying off loans,PLAN,false,2026-07-12,false
P01508,Karan,Sethi,9000006610,,Noida,organic,lead,true,false,,,,false,2026-07-12,false
P01509,Aditya,Tandon,9000087045,,Gurugram,referral,lead,true,false,,,,false,2026-07-12,false
P01510,Sudipta,Saha,9000035132,sudipta.saha.323@example.com,Chennai,community,lead,true,false,,Paying off loans,PLAN,true,2026-07-12,false
