Event External ID,Contact External ID,Event,Screen,At,Props
EV0008672,P00168,aa_connected,A06,2026-09-14T07:07:25+05:30,"{""consent_expiry"":""2026-12-13"",""institutions_failed"":[],""institutions_ok"":[""Bank 8"",""Bank 3"",""CAMS"",""KFintech"",""CDSL""],""renewal"":true}"
EV0008680,P00169,signed_up,A03,2026-06-17T04:18:44+05:30,"{""device"":""android"",""phone"":""9000018700"",""source"":""corporate_session"",""whatsapp_optin"":true}"
EV0008681,P00169,state_enter_S1,R01,2026-06-17T04:18:44+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008692,P00169,reveal_seen,R09,2026-06-17T07:10:59+05:30,"{""age_band"":""40 to 44"",""aspiration"":""Generosity"",""city"":""Delhi"",""corpus_band"":""1 to 5 crores"",""income_band"":""50 lakhs to 1 crore"",""journey_feel"":""Very good, mostly things have worked out well"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0008693,P00169,state_enter_S2,X01,2026-06-17T07:10:59+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0008697,P00169,paywall_viewed,P01,2026-06-17T07:14:09+05:30,"{""from_state"":""S2"",""sku_expanded"":""diy""}"
EV0008705,P00170,signed_up,A03,2026-06-19T00:35:14+05:30,"{""device"":""android"",""phone"":""9000042084"",""source"":""community"",""whatsapp_optin"":true}"
EV0008706,P00170,state_enter_S1,R01,2026-06-19T00:35:14+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008717,P00170,reveal_seen,R09,2026-06-19T07:50:35+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Generosity"",""city"":""Chennai"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""10 to 25 lakhs"",""journey_feel"":""Very good, mostly things have worked out well"",""path_now_band"":""5 to 10 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0008718,P00170,state_enter_S2,X01,2026-06-19T07:50:35+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0008721,P00170,paywall_viewed,P01,2026-06-19T07:52:41+05:30,"{""from_state"":""S2"",""sku_expanded"":""none""}"
EV0008726,P00174,signed_up,A03,2026-06-18T14:38:57+05:30,"{""device"":""android"",""phone"":""9000059257"",""source"":""organic"",""whatsapp_optin"":true}"
EV0008727,P00174,state_enter_S1,R01,2026-06-18T14:38:57+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008739,P00174,reveal_seen,R09,2026-06-19T03:45:51+05:30,"{""age_band"":""35 to 39"",""aspiration"":""Security"",""city"":""Hyderabad"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0008740,P00174,state_enter_S2,X01,2026-06-19T03:45:51+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0008751,P00175,signed_up,A03,2026-06-19T19:12:06+05:30,"{""device"":""android"",""phone"":""9000092183"",""source"":""corporate_session"",""whatsapp_optin"":false}"
EV0008752,P00175,state_enter_S1,R01,2026-06-19T19:12:06+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008765,P00177,signed_up,A03,2026-06-22T03:30:04+05:30,"{""device"":""android"",""phone"":""9000047058"",""source"":""community"",""whatsapp_optin"":true}"
EV0008766,P00177,state_enter_S1,R01,2026-06-22T03:30:04+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008778,P00177,reveal_seen,R09,2026-06-22T11:49:41+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Family"",""city"":""Chennai"",""corpus_band"":""Under 5 lakhs"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Some hits and some misses, it has been mixed"",""path_now_band"":""5 to 10 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0008779,P00177,state_enter_S2,X01,2026-06-22T11:49:41+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0008782,P00177,paywall_viewed,P01,2026-06-23T20:39:04+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0008784,P00177,state_enter_S2b,P03,2026-06-23T20:39:34+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0008786,P00177,esign_done,P03,2026-06-23T20:45:11+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003448""}"
EV0008787,P00177,state_enter_S2c,P04,2026-06-23T20:45:11+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0008789,P00177,paid,P05,2026-06-23T20:50:48+05:30,"{""amount"":""Rs ___"",""mandate_status"":""active"",""period"":""monthly"",""razorpay_ids"":{""customer_id"":""cust_SEED00177"",""subscription_or_txn_id"":""sub_SEED001771""},""sku"":""diwm""}"
EV0008790,P00177,state_enter_S3,O02,2026-06-23T20:50:48+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0008800,P00177,aa_failed,A09,2026-06-23T21:06:21+05:30,"{""consent_expiry"":null,""institutions_failed"":[""Bank 8"",""Bank 1""],""institutions_ok"":[]}"
EV0008802,P00177,state_enter_S4,O02,2026-06-24T00:48:44+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0008810,P00177,data_progress,D12a,2026-06-24T00:55:26+05:30,"{""pct_complete"":29,""step_id"":""family""}"
EV0008825,P00177,data_progress,D12b,2026-06-28T22:39:36+05:30,"{""pct_complete"":37,""step_id"":""risk""}"
EV0008831,P00177,data_progress,D12c,2026-06-28T22:41:39+05:30,"{""pct_complete"":39,""step_id"":""income""}"
EV0008848,P00177,data_progress,D12d,2026-06-28T22:46:05+05:30,"{""pct_complete"":48,""step_id"":""expenses""}"
EV0008849,P00177,state_enter_S19,O02,2026-07-01T00:48:44+05:30,"{""from_state"":""S4"",""state"":""S19""}"
EV0008867,P00177,data_progress,D12e,2026-07-04T16:38:01+05:30,"{""pct_complete"":67,""step_id"":""investments""}"
EV0008870,P00177,data_progress,D12f,2026-07-06T18:39:28+05:30,"{""pct_complete"":75,""step_id"":""loans""}"
EV0008882,P00177,data_progress,D12g,2026-07-09T08:02:31+05:30,"{""pct_complete"":83,""step_id"":""insurance""}"
EV0008886,P00177,data_progress,D12h,2026-07-09T08:03:32+05:30,"{""pct_complete"":90,""step_id"":""goals""}"
EV0008894,P00177,state_enter_S5,D10,2026-07-09T08:07:23+05:30,"{""from_state"":""S19"",""state"":""S5""}"
EV0008895,P00177,plan_built,G01a,2026-07-16T08:07:23+05:30,"{""assumed_count"":0,""assumptions_version"":""A2"",""band_count"":8,""built_on"":""partial"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":0}"
EV0008896,P00177,state_enter_S18,H01j,2026-07-16T08:07:23+05:30,"{""from_state"":""S5"",""state"":""S18""}"
EV0008913,P00177,plan_updated,H05,2026-09-11T10:18:50+05:30,"{""from_version"":""v1"",""reason"":""publish"",""to_version"":""v2""}"
EV0008914,P00177,state_enter_S11,H01e,2026-09-11T10:18:50+05:30,"{""from_state"":""S18"",""state"":""S11""}"
EV0008918,P00177,ticket_created,H07,2026-09-14T09:22:37+05:30,"{""category"":""adviser_message"",""ticket_id"":""TK-004911""}"
EV0008921,P00177,update_accepted,H05,2026-09-19T10:58:38+05:30,"{""to_version"":""v2""}"
EV0008922,P00177,state_enter_S18,H01j,2026-09-19T10:58:38+05:30,"{""from_state"":""S11"",""state"":""S18""}"
EV0008926,P00178,signed_up,A03,2026-06-22T10:20:23+05:30,"{""device"":""android"",""phone"":""9000078519"",""source"":""community"",""whatsapp_optin"":false}"
EV0008927,P00178,state_enter_S1,R01,2026-06-22T10:20:23+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008939,P00178,reveal_seen,R09,2026-06-22T22:55:22+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Family"",""city"":""Pune"",""corpus_band"":""5 to 25 lakhs"",""income_band"":""10 to 25 lakhs"",""journey_feel"":""Very good, mostly things have worked out well"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0008940,P00178,state_enter_S2,X01,2026-06-22T22:55:22+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0008945,P00178,paywall_viewed,P01,2026-06-22T23:02:04+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0008952,P00180,signed_up,A03,2026-06-24T22:31:56+05:30,"{""device"":""android"",""phone"":""9000058071"",""source"":""community"",""whatsapp_optin"":true}"
EV0008953,P00180,state_enter_S1,R01,2026-06-24T22:31:56+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008969,P00183,signed_up,A03,2026-06-24T01:09:58+05:30,"{""device"":""android"",""phone"":""9000094220"",""source"":""community"",""whatsapp_optin"":true}"
EV0008970,P00183,state_enter_S1,R01,2026-06-24T01:09:58+05:30,"{""from_state"":null,""state"":""S1""}"
EV0008983,P00183,reveal_seen,R09,2026-06-25T10:26:55+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Family"",""city"":""Bengaluru"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""over 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0008984,P00183,state_enter_S2,X01,2026-06-25T10:26:55+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0008992,P00186,signed_up,A03,2026-06-24T04:56:29+05:30,"{""device"":""android"",""phone"":""9000071456"",""source"":""web_reveal"",""whatsapp_optin"":true}"
EV0008993,P00186,state_enter_S1,R01,2026-06-24T04:56:29+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009004,P00187,signed_up,A03,2026-06-27T04:08:42+05:30,"{""device"":""android"",""phone"":""9000069484"",""source"":""community"",""whatsapp_optin"":false}"
EV0009005,P00187,state_enter_S1,R01,2026-06-27T04:08:42+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009017,P00191,signed_up,A03,2026-06-26T10:14:09+05:30,"{""device"":""android"",""phone"":""9000056739"",""source"":""web_reveal"",""whatsapp_optin"":true}"
EV0009018,P00191,state_enter_S1,R01,2026-06-26T10:14:09+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009032,P00192,signed_up,A03,2026-06-25T21:56:05+05:30,"{""device"":""android"",""phone"":""9000035653"",""source"":""community"",""whatsapp_optin"":true}"
EV0009033,P00192,state_enter_S1,R01,2026-06-25T21:56:05+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009044,P00192,reveal_seen,R09,2026-06-26T03:03:56+05:30,"{""age_band"":""35 to 39"",""aspiration"":""Freedom"",""city"":""Hyderabad"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0009045,P00192,state_enter_S2,X01,2026-06-26T03:03:56+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009049,P00192,paywall_viewed,P01,2026-06-26T03:08:01+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0009053,P00192,ticket_created,H07,2026-07-05T09:20:31+05:30,"{""category"":""support"",""ticket_id"":""TK-003531""}"
EV0009057,P00193,signed_up,A03,2026-06-26T08:28:08+05:30,"{""device"":""ios"",""phone"":""9000070213"",""source"":""community"",""whatsapp_optin"":true}"
EV0009058,P00193,state_enter_S1,R01,2026-06-26T08:28:08+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009070,P00193,reveal_seen,R09,2026-06-27T06:03:03+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Freedom"",""city"":""Mumbai"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0009071,P00193,state_enter_S2,X01,2026-06-27T06:03:03+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009080,P00194,signed_up,A03,2026-06-27T23:28:06+05:30,"{""device"":""android"",""phone"":""9000093909"",""source"":""community"",""whatsapp_optin"":true}"
EV0009081,P00194,state_enter_S1,R01,2026-06-27T23:28:06+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009092,P00194,reveal_seen,R09,2026-06-28T03:23:10+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Generosity"",""city"":""Ahmedabad"",""corpus_band"":""5 to 25 lakhs"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""over 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0009093,P00194,state_enter_S2,X01,2026-06-28T03:23:10+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009095,P00194,paywall_viewed,P01,2026-06-28T17:51:43+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0009097,P00194,state_enter_S2b,P03,2026-06-28T17:52:13+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0009099,P00194,esign_done,P03,2026-06-28T17:56:03+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003259""}"
EV0009100,P00194,state_enter_S2c,P04,2026-06-28T17:56:03+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0009102,P00194,paid,P05,2026-06-28T17:59:53+05:30,"{""amount"":""Rs ___"",""mandate_status"":""active"",""period"":""quarterly"",""razorpay_ids"":{""customer_id"":""cust_SEED00194"",""subscription_or_txn_id"":""sub_SEED001941""},""sku"":""diwm""}"
EV0009103,P00194,state_enter_S3,O02,2026-06-28T17:59:53+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0009111,P00194,state_enter_S4,O02,2026-06-28T23:53:09+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0009120,P00194,data_progress,D12a,2026-06-29T00:00:00+05:30,"{""pct_complete"":29,""step_id"":""family""}"
EV0009131,P00194,data_progress,D12b,2026-06-29T00:01:41+05:30,"{""pct_complete"":37,""step_id"":""risk""}"
EV0009144,P00194,data_progress,D12c,2026-06-29T00:05:07+05:30,"{""pct_complete"":44,""step_id"":""income""}"
EV0009159,P00194,data_progress,D12d,2026-06-29T00:09:24+05:30,"{""pct_complete"":52,""step_id"":""expenses""}"
EV0009192,P00194,data_progress,D12e,2026-06-29T00:20:01+05:30,"{""pct_complete"":71,""step_id"":""investments""}"
EV0009195,P00194,data_progress,D12f,2026-06-29T00:20:27+05:30,"{""pct_complete"":79,""step_id"":""loans""}"
EV0009207,P00194,data_progress,D12g,2026-06-29T00:23:16+05:30,"{""pct_complete"":87,""step_id"":""insurance""}"
EV0009219,P00194,data_progress,D12h,2026-06-29T20:12:50+05:30,"{""pct_complete"":95,""step_id"":""goals""}"
EV0009222,P00194,state_enter_S5,D10,2026-06-29T20:14:40+05:30,"{""from_state"":""S4"",""state"":""S5""}"
EV0009224,P00194,data_complete,D10,2026-06-29T20:33:17+05:30,{}
EV0009225,P00194,plan_built,D10,2026-06-29T20:33:38+05:30,"{""assumed_count"":1,""assumptions_version"":""A1"",""band_count"":5,""built_on"":""full"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":0}"
EV0009226,P00194,state_enter_S6,H01a,2026-06-29T20:33:38+05:30,"{""from_state"":""S5"",""state"":""S6""}"
EV0009233,P00194,plan_read,G03,2026-07-03T05:34:48+05:30,{}
EV0009234,P00194,state_enter_S8,H01b,2026-07-03T05:34:48+05:30,"{""from_state"":""S6"",""state"":""S8""}"
EV0009244,P00194,pdf_downloaded,G10,2026-07-03T05:48:48+05:30,"{""plan_version"":""v1""}"
EV0009249,P00194,plan_updated,H05,2026-07-10T19:54:41+05:30,"{""from_version"":""v1"",""reason"":""publish"",""to_version"":""v2""}"
EV0009250,P00194,state_enter_S11,H01e,2026-07-10T19:54:41+05:30,"{""from_state"":""S8"",""state"":""S11""}"
EV0009257,P00194,update_accepted,H05,2026-07-18T22:34:17+05:30,"{""to_version"":""v2""}"
EV0009258,P00194,state_enter_S8,H01b,2026-07-18T22:34:17+05:30,"{""from_state"":""S11"",""state"":""S8""}"
EV0009285,P00194,plan_updated,H05,2026-09-11T19:01:59+05:30,"{""from_version"":""v2"",""reason"":""publish"",""to_version"":""v3""}"
EV0009286,P00194,state_enter_S11,H01e,2026-09-11T19:01:59+05:30,"{""from_state"":""S8"",""state"":""S11""}"
EV0009291,P00194,update_accepted,H05,2026-09-17T17:28:58+05:30,"{""to_version"":""v3""}"
EV0009292,P00194,state_enter_S8,H01b,2026-09-17T17:28:58+05:30,"{""from_state"":""S11"",""state"":""S8""}"
EV0009298,P00196,signed_up,A03,2026-06-27T14:40:17+05:30,"{""device"":""ios"",""phone"":""9000031515"",""source"":""organic"",""whatsapp_optin"":true}"
EV0009299,P00196,state_enter_S1,R01,2026-06-27T14:40:17+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009311,P00196,reveal_seen,R09,2026-06-28T08:48:31+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Family"",""city"":""Gurugram"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""over 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0009312,P00196,state_enter_S2,X01,2026-06-28T08:48:31+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009320,P00197,signed_up,A03,2026-06-28T17:02:48+05:30,"{""device"":""ios"",""phone"":""9000096458"",""source"":""corporate_session"",""whatsapp_optin"":true}"
EV0009321,P00197,state_enter_S1,R01,2026-06-28T17:02:48+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009333,P00197,reveal_seen,R09,2026-06-29T02:52:39+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Family"",""city"":""Pune"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""10 to 25 lakhs"",""journey_feel"":""Very good, mostly things have worked out well"",""path_now_band"":""5 to 10 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0009334,P00197,state_enter_S2,X01,2026-06-29T02:52:39+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009338,P00197,paywall_viewed,P01,2026-06-29T02:56:18+05:30,"{""from_state"":""S2"",""sku_expanded"":""diy""}"
EV0009347,P00199,signed_up,A03,2026-06-29T20:50:29+05:30,"{""device"":""android"",""phone"":""9000087862"",""source"":""community"",""whatsapp_optin"":true}"
EV0009348,P00199,state_enter_S1,R01,2026-06-29T20:50:29+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009363,P00199,reveal_seen,R09,2026-07-01T02:26:11+05:30,"{""age_band"":""35 to 39"",""aspiration"":""Security"",""city"":""Chennai"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0009364,P00199,state_enter_S2,X01,2026-07-01T02:26:11+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009366,P00199,paywall_viewed,P01,2026-07-01T21:36:49+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0009368,P00199,state_enter_S2b,P03,2026-07-01T21:37:19+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0009370,P00199,esign_done,P03,2026-07-01T21:39:07+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003364""}"
EV0009371,P00199,state_enter_S2c,P04,2026-07-01T21:39:07+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0009373,P00199,paid,P05,2026-07-01T21:40:55+05:30,"{""amount"":""Rs ___"",""mandate_status"":""active"",""period"":""monthly"",""razorpay_ids"":{""customer_id"":""cust_SEED00199"",""subscription_or_txn_id"":""sub_SEED001991""},""sku"":""diwm""}"
EV0009374,P00199,state_enter_S3,O02,2026-07-01T21:40:55+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0009382,P00199,aa_connected,A06,2026-07-03T05:11:55+05:30,"{""consent_expiry"":""2026-10-01"",""institutions_failed"":[""CAMS""],""institutions_ok"":[""Bank 6"",""Bank 5""]}"
EV0009385,P00199,state_enter_S4,O02,2026-07-03T05:13:38+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0009392,P00199,data_progress,D12a,2026-07-03T05:17:22+05:30,"{""pct_complete"":31,""step_id"":""family""}"
EV0009406,P00199,data_progress,D12b,2026-07-06T18:49:11+05:30,"{""pct_complete"":39,""step_id"":""risk""}"
EV0009412,P00199,data_progress,D12c,2026-07-06T18:51:07+05:30,"{""pct_complete"":40,""step_id"":""income""}"
EV0009426,P00199,data_progress,D12d,2026-07-06T18:55:01+05:30,"{""pct_complete"":45,""step_id"":""expenses""}"
EV0009444,P00199,data_progress,D12e,2026-07-06T19:00:32+05:30,"{""pct_complete"":63,""step_id"":""investments""}"
EV0009459,P00199,data_progress,D12f,2026-07-06T19:04:25+05:30,"{""pct_complete"":71,""step_id"":""loans""}"
EV0009470,P00199,data_progress,D12g,2026-07-06T19:07:21+05:30,"{""pct_complete"":80,""step_id"":""insurance""}"
EV0009485,P00199,data_progress,D12h,2026-07-06T22:04:20+05:30,"{""pct_complete"":87,""step_id"":""goals""}"
EV0009495,P00199,state_enter_S5,D10,2026-07-06T22:06:36+05:30,"{""from_state"":""S4"",""state"":""S5""}"
EV0009497,P00199,data_complete,D10,2026-07-06T22:28:17+05:30,{}
EV0009498,P00199,plan_built,D10,2026-07-06T22:29:33+05:30,"{""assumed_count"":0,""assumptions_version"":""A1"",""band_count"":8,""built_on"":""full"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":0}"
EV0009499,P00199,state_enter_S6,H01a,2026-07-06T22:29:33+05:30,"{""from_state"":""S5"",""state"":""S6""}"
EV0009502,P00199,plan_read,G03,2026-07-07T02:29:06+05:30,{}
EV0009503,P00199,state_enter_S8,H01b,2026-07-07T02:29:06+05:30,"{""from_state"":""S6"",""state"":""S8""}"
EV0009511,P00199,plan_updated,H05,2026-07-10T18:56:49+05:30,"{""from_version"":""v1"",""reason"":""publish"",""to_version"":""v2""}"
EV0009512,P00199,state_enter_S11,H01e,2026-07-10T18:56:49+05:30,"{""from_state"":""S8"",""state"":""S11""}"
EV0009516,P00199,update_accepted,H05,2026-07-12T08:27:12+05:30,"{""to_version"":""v2""}"
EV0009517,P00199,state_enter_S8,H01b,2026-07-12T08:27:12+05:30,"{""from_state"":""S11"",""state"":""S8""}"
EV0009529,P00199,call_booked,K01,2026-07-21T14:25:06+05:30,"{""adviser_id"":""adv01"",""slot"":""2026-07-24T19:30:00+05:30"",""summary"":""call booked: my plan"",""tier"":""diwm"",""topic"":""My plan""}"
EV0009530,P00199,state_enter_S7,K02,2026-07-21T14:25:06+05:30,"{""from_state"":""S8"",""state"":""S7""}"
EV0009541,P00199,state_enter_S9,H01c,2026-07-24T20:15:00+05:30,"{""from_state"":""S7"",""state"":""S9""}"
EV0009542,P00199,plan_updated,H05,2026-07-24T20:16:00+05:30,"{""from_version"":""v2"",""reason"":""update"",""to_version"":""v3""}"
EV0009544,P00199,call_completed,K03,2026-07-24T20:17:00+05:30,"{""adviser_id"":""adv01"",""slot"":""2026-07-24T19:30:00+05:30"",""summary"":""Walked through my plan; next step agreed.""}"
EV0009546,P00199,update_accepted,H05,2026-07-24T20:36:02+05:30,"{""to_version"":""v3""}"
EV0009554,P00199,action_done,E06,2026-07-26T00:55:16+05:30,"{""done_count"":1,""total_count"":5,""verification"":""platform"",""verified"":true}"
EV0009557,P00199,ticket_created,H07,2026-07-26T12:28:56+05:30,"{""category"":""support"",""ticket_id"":""TK-004791""}"
EV0009581,P00199,action_done,E06,2026-08-14T09:14:04+05:30,"{""done_count"":2,""total_count"":5,""verification"":""platform"",""verified"":true}"
EV0009596,P00199,plan_updated,H05,2026-09-11T13:05:14+05:30,"{""from_version"":""v3"",""reason"":""publish"",""to_version"":""v4""}"
EV0009597,P00199,state_enter_S11,H01e,2026-09-11T13:05:14+05:30,"{""from_state"":""S9"",""state"":""S11""}"
EV0009611,P00201,signed_up,A03,2026-06-28T22:24:26+05:30,"{""device"":""android"",""phone"":""9000070401"",""source"":""community"",""whatsapp_optin"":true}"
EV0009612,P00201,state_enter_S1,R01,2026-06-28T22:24:26+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009623,P00201,reveal_seen,R09,2026-06-29T08:31:48+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Security"",""city"":""Mumbai"",""corpus_band"":""5 to 25 lakhs"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Some hits and some misses, it has been mixed"",""path_now_band"":""over 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0009624,P00201,state_enter_S2,X01,2026-06-29T08:31:48+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009635,P00202,signed_up,A03,2026-07-03T04:39:31+05:30,"{""device"":""android"",""phone"":""9000002195"",""source"":""web_reveal"",""whatsapp_optin"":true}"
EV0009636,P00202,state_enter_S1,R01,2026-07-03T04:39:31+05:30,"{""from_state"":null,""state"":""S1""}"
EV0009648,P00202,reveal_seen,R09,2026-07-03T09:24:15+05:30,"{""age_band"":""25 to 29"",""aspiration"":""Security"",""city"":""Bengaluru"",""corpus_band"":""5 to 25 lakhs"",""income_band"":""Under 10 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""5 to 10 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0009649,P00202,state_enter_S2,X01,2026-07-03T09:24:15+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0009657,P00202,paywall_viewed,P01,2026-07-24T08:17:10+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0009659,P00202,state_enter_S2b,P03,2026-07-24T08:17:40+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0009661,P00202,esign_done,P03,2026-07-24T08:21:33+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003245""}"
EV0009662,P00202,state_enter_S2c,P04,2026-07-24T08:21:33+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0009664,P00202,paid,P05,2026-07-24T08:25:27+05:30,"{""amount"":""Rs ___"",""mandate_status"":""none (charged per period)"",""period"":""quarterly"",""razorpay_ids"":{""customer_id"":""cust_SEED00202"",""subscription_or_txn_id"":""pay_SEED002021""},""sku"":""diwm""}"
EV0009665,P00202,state_enter_S3,O02,2026-07-24T08:25:27+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0009673,P00202,aa_connected,A06,2026-07-24T08:35:17+05:30,"{""consent_expiry"":""2026-10-22"",""institutions_failed"":[],""institutions_ok"":[""Bank 1"",""Bank 2"",""CAMS"",""KFintech""]}"
EV0009676,P00202,state_enter_S4,O02,2026-07-24T14:01:56+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0009679,P00202,data_progress,D12a,2026-07-24T14:02:29+05:30,"{""pct_complete"":29,""step_id"":""family""}"
